Plano:,Projeto:,Avaliador:,Orientador:,Vigência:,Área:,Subárea:,Programa:,Centro:
EFEITO DE DIFERENTES DILUENTES NA CRIOPRESERVAÇÃO DE ESPERMATOZOIDES EPIDIDIMÁRIOS DE RUMINANTES,CRIOPRESERVAÇÃO DE ESPERMATOZOIDES EPIDIDIMÁRIOS DE RUMINANTES: POSSIBILIDADE DE CONSERVAÇÃO DE MATERIAL GENÉTICO,TATJANA KEESEN DE SOUZA LIMA CLEMENTE,SILDIVANE VALCÁCIA SILVA,2016,Biotecnologia,,PIBIC,
EFEITO DE DIFERENTES CONCENTRAÇÕES DO ANTIOXIDANTE TAURINA NA CRIOPRESERVAÇÃO DE ESPERMATOZOIDES EPIDIDIMÁRIOS DE RUMINANTES,CRIOPRESERVAÇÃO DE ESPERMATOZOIDES EPIDIDIMÁRIOS DE RUMINANTES: POSSIBILIDADE DE CONSERVAÇÃO DE MATERIAL GENÉTICO,TATJANA KEESEN DE SOUZA LIMA CLEMENTE,SILDIVANE VALCÁCIA SILVA,2016,Biotecnologia,,PIBIC,
EFEITO DE DIFERENTES CONCENTRAÇÕES DE MIO-INOSITOL NA CRIOPRESERVAÇÃO DE ESPERMATOZOIDES EPIDIDIMÁRIOS DE RUMINANTES,CRIOPRESERVAÇÃO DE ESPERMATOZOIDES EPIDIDIMÁRIOS DE RUMINANTES: POSSIBILIDADE DE CONSERVAÇÃO DE MATERIAL GENÉTICO,FABIOLA DA CRUZ NUNES,SILDIVANE VALCÁCIA SILVA,2016,Biotecnologia,,PIVIC,
"ESTUDO IN VITRO DA ATIVIDADE DO 8,9-EPOXIDO PERILALDEIDO CONTRA FORMAS PROMASTIGOTAS DE LEISHMANIA DONOVANI",ESTUDO DE POTENCIAIS AGENTES ADJUVANTES NO TRATAMENTO DA LEISHMANIOSE VISCERAL,SILDIVANE VALCÁCIA SILVA,TATJANA KEESEN DE SOUZA LIMA CLEMENTE,2016,Biotecnologia,,PIBIC,
ESTUDO IN VITRO DE ADUTOS MORITA-BAYLIS-HILLMAN NA ATIVIDADE ANTI-LEISHMANIA,ESTUDO DE POTENCIAIS AGENTES ADJUVANTES NO TRATAMENTO DA LEISHMANIOSE VISCERAL,SILDIVANE VALCÁCIA SILVA,TATJANA KEESEN DE SOUZA LIMA CLEMENTE,2016,Biotecnologia,,PIBIC,
REMOÇÃO BIOLÓGICA DE HPA EM SOLO INCREMENTADO COM TORTA DE ARACHIS HYPOGAEA L. (AMENDOIM),USO DE PSEUDOMONAS AERUGINOSA NA REMOÇÃO DE HIDROCARBONETOS DO PETRÓLEO EM SOLO SUPLEMENTADO COM COPRODUTOS AGROPASTORIS,TATJANA KEESEN DE SOUZA LIMA CLEMENTE,ULRICH VASCONCELOS DA ROCHA GOMES,2016,Biotecnologia,,PIBIC,
REMOÇÃO BIOLÓGICA DE HPA EM SOLO INCREMENTADO COM TORTA DE SESAMUM INDICUM L. (GERGELIM),USO DE PSEUDOMONAS AERUGINOSA NA REMOÇÃO DE HIDROCARBONETOS DO PETRÓLEO EM SOLO SUPLEMENTADO COM COPRODUTOS AGROPASTORIS,SILDIVANE VALCÁCIA SILVA,ULRICH VASCONCELOS DA ROCHA GOMES,2016,Biotecnologia,,PIVIC,
"AVALIAÇÃO DOS EFEITOS DA ADMINISTRAÇÃO INTRAVENOSA DO 2-NITRATO-1,3-DI(OCTANOXI)PROPANO (NBOP), UM NITRATO ORGÂNICO, SOBRE OS PARÂMETROS CARDIOVASCULARES EM ANIMAIS NORMOTENSOS",BIOTECNOLOGIA APLICADA À SAÚDE: DESENVOLVIMENTO DE NOVOS NITRATOS ORGÂNICOS COM POTENCIAL TERAPÊUTICO,ULRICH VASCONCELOS DA ROCHA GOMES,VALDIR DE ANDRADE BRAGA,2016,Biotecnologia,,PIBIC,
"AVALIAÇÃO DA HABILIDADE DO NITRATO ORGÂNICO DINITRATO DE BUTANO ? 1,4 ? DIILO (NBD) EM INDUZIR TOLERÂNCIA AO VASORRELAXAMENTO",BIOTECNOLOGIA APLICADA À SAÚDE: DESENVOLVIMENTO DE NOVOS NITRATOS ORGÂNICOS COM POTENCIAL TERAPÊUTICO,ULRICH VASCONCELOS DA ROCHA GOMES,VALDIR DE ANDRADE BRAGA,2016,Biotecnologia,,PIBITI,
INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAS ORDINÁRIAS,EQUAÇÕES DIFERENCIAIS APLICADAS EM VIGAS E FLUIDOS,UBERLANDIO BATISTA SEVERO,FAGNER DIAS ARARUNA,2016,Matemática,,PIBIC,
INTRODUÇÃO AOS SISTEMAS DINÂMICOS DISSIPATIVOS,EQUAÇÕES DIFERENCIAIS APLICADAS EM VIGAS E FLUIDOS,UBERLANDIO BATISTA SEVERO,FAGNER DIAS ARARUNA,2016,Matemática,,PIBIC,
INTRODUÇÃO À ANÁLISE FUNCIONAL,SOBRE A TEORIA NÃO-LINEAR DOS OPERADORES ABSOLUTAMENTE SOMANTES,ADRIANO ALVES DE MEDEIROS,JOEDSON SILVA DOS SANTOS,2016,Matemática,,PIBIC,
ESPAÇOS MÉTRICOS E FUNÇÕES LIPSCHITZ,SOBRE A TEORIA NÃO-LINEAR DOS OPERADORES ABSOLUTAMENTE SOMANTES,UBERLANDIO BATISTA SEVERO,JOEDSON SILVA DOS SANTOS,2016,Matemática,,PIBIC,
A TEORIA DO GRAU DE BROWER E ALGUMAS APLICAÇÕES,ANÁLISE NÃO LINEAR APLICADA A EQUAÇÕES DIFERENCIAIS ELÍPTICAS,ADRIANO ALVES DE MEDEIROS,UBERLANDIO BATISTA SEVERO,2016,Matemática,,PIBIC,
AVALIAÇÃO DA EFICIÊNCIA DO PROGRAMA BOLSA FAMÍLIA NA DIMINUIÇÃO DO NÚMERO DE FAMÍLIAS EM SITUAÇÃO DE POBREZA OU EXTREMA POBREZA E NO ATENDIMENTO ÀS CONDICIONALIDADES NOS ESTADOS DO BRASIL UTILIZANDO O MÉTODO DE ANÁLISE ENVOLTÓRIA DE DADOS (DEA),AVALIAÇÃO DA EFICIÊNCIA DO PROGRAMA BOLSA FAMÍLIA NOS ESTADOS DO BRASIL UTILIZANDO O MÉTODO DE ANÁLISE ENVOLTÓRIA DE DADOS (DEA),RODRIGO BERNARDO DA SILVA,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA,2016,Probabilidade e Estatística,,PIBIC,
A TEORIA DOS GRAFOS APLICADA À ANÁLISE DAS COMPONENTES CURRICULARES DO CURSO DE BACHARELADO EM ESTATÍSTICA DA UFPB,A TEORIA DOS GRAFOS APLICADA À ANÁLISE DAS COMPONENTES CURRICULARES DE UM CURSO DE GRADUAÇÃO DA UFPB,LIDIA DAYSE ARAUJO DE SOUZA,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA,2016,Probabilidade e Estatística,,PIVIC,
MÉTODOS ROBUSTOS DE REGRESSÃO APLICADOS À DADOS DE NATUREZA INTERVALAR,MODELAGEM DE DADOS SIMBÓLICOS DE NATUREZA INTERVALAR,RODRIGO BERNARDO DA SILVA,EUFRASIO DE ANDRADE LIMA NETO,2016,Probabilidade e Estatística,,PIBIC,
AVALIAÇÃO DO MÉTODO DE AMOSTRAGEM DIRECIONADA AO RESPONDENTE (RESPONDENT DRIVEN SAMPLING - RDS) SOB A ABORDAGEM DE CADASTRO DUPLO EM PESQUISAS NA ÁREA DE SAÚDE,INFERÊNCIA SOB PLANOS AMOSTRAIS DE CADASTRO DUPLO,RONEI MARCOS DE MORAES,HEMILIO FERNANDES CAMPOS COELHO,2016,Probabilidade e Estatística,,PIBIC,
TÉCNICAS DE AMOSTRAGEM EM SAÚDE SOB A ABORDAGEM DE CADASTRO DUPLO,INFERÊNCIA SOB PLANOS AMOSTRAIS DE CADASTRO DUPLO,RONEI MARCOS DE MORAES,HEMILIO FERNANDES CAMPOS COELHO,2016,Probabilidade e Estatística,,PIBIC,
ANÁLISE DA COMPLEXIDADE CLIMÁTICA DO MUNICÍPIO DE AREIA - PB ATRAVÉS DO SAMPEN,"ESTUDO DA EVOLUÇÃO TEMPORAL DA COMPLEXIDADE CLIMÁTICA NO AGRESTE, BREJO E LITORAL DO ESTADO DA PARAÍBA ATRAVÉS DO SAMPEN",GUTTEMBERG DA SILVA SILVINO,LÁZARO DE SOUTO ARAÚJO,2016,Probabilidade e Estatística,,PIBIC,
EFEITO DA NÃO NORMALIDADE DOS DADOS NOS GRÁFICOS DE CONTROLE X  E S SOB O ERRO TIPO I,ROBUSTEZ DOS GRÁFICOS DE CONTROLE DE SHEWHART,RONEI MARCOS DE MORAES,LUIZ MEDEIROS DE ARAUJO LIMA FILHO,2016,Probabilidade e Estatística,,PIBIC,
ESTUDO DE MODELOS COMPOSTOS EM ANÁLISE DE SOBREVIVÊNCIA,MODELOS PROBABILÍSTICOS PARA DADOS DE SOBREVIVÊNCIA,TATIENE CORREIA DE SOUZA,RODRIGO BERNARDO DA SILVA,2016,Probabilidade e Estatística,,PIBIC-AF,
"AVALIADORES DE TREINAMENTO BASEADOS EM REALIDADE VIRTUAL USANDO REDES ""FUZZY NAIVE BAYES"" BASEADAS NA DISTRIBUIÇÃO BETA",ESTUDO E IMPLEMENTAÇÃO DE AVALIADORES DE TREINAMENTO PARA SIMULADORES BASEADOS EM REALIDADE VIRTUAL.,LUIZ MEDEIROS DE ARAUJO LIMA FILHO,RONEI MARCOS DE MORAES,2016,Probabilidade e Estatística,,PIBITI,
UMA AVALIAÇÃO DA EFICIÊNCIA DA ATENÇÃO PRIMÁRIA À SAÚDE NA PARAÍBA VIA MODELOS DE REGRESSÃO BETA INFLACIONADOS,REGRESSÃO BETA INFLACIONADA: UMA AVALIAÇÃO DA EFICIÊNCIA DA ATENÇÃO PRIMÁRIA À SAÚDE.,TATIENE CORREIA DE SOUZA,TARCIANA LIBERAL PEREIRA,2016,Probabilidade e Estatística,,PIBIC,
ERROS DE ESPECIFICAÇÃO NO MODELO DE REGRESSÃO BETA,ERROS DE ESPECIFICAÇÃO NOS MODELOS DE REGRESSÃO COM DISPERSÃO VARIÁVEL,TARCIANA LIBERAL PEREIRA,TATIENE CORREIA DE SOUZA,2016,Probabilidade e Estatística,,PIBIC,
PROJETO E SIMULAÇÃO DE APLICAÇÕES DE ROBÔS ATRAVÉS DE COSSIMULAÇÃO,DESENVOLVIMENTO DE UM AMBIENTE PARA SIMULAÇÃO DISTRIBUÍDA DE SISTEMAS EMBARCADOS COMPLEXOS E HETEROGÊNEOS,CLAUIRTON DE ALBUQUERQUE SIEBRA,ALISSON VASCONCELOS DE BRITO,2016,Ciência da Computação,,PIBIC,
SIMULADOR DE DRONES PARA VALIDAÇÃO DE ESTRATÉGIAS,DESENVOLVIMENTO DE UM AMBIENTE PARA SIMULAÇÃO DISTRIBUÍDA DE SISTEMAS EMBARCADOS COMPLEXOS E HETEROGÊNEOS,CLAUIRTON DE ALBUQUERQUE SIEBRA,ALISSON VASCONCELOS DE BRITO,2016,Ciência da Computação,,PIBIC,
PROPOSTA DE SERVIÇO WEB PARA A CRIAÇÃO SIMPLIFICADA DE EXERCÍCIOS ONLINE POR PROFESSORES,EDUCSERVICE: PROPOSTA E AVALIAO DE APLICATIVOS E SERVIOS DE SUPORTE AO  PROCESSO DE ENSINO-APRENDIZAGEM,RAFAEL MARROCOS MAGALHAES,AYLA DEBORA DANTAS DE SOUZA REBOUCAS,2016,Ciência da Computação,,PIVIC,
PROPOSTA DE APLICATIVO EM REDE SOCIAL PARA A CRIAÇÃO E APLICAÇÃO DE EXERCÍCIOS ONLINE POR PROFESSORES,EDUCSERVICE: PROPOSTA E AVALIAO DE APLICATIVOS E SERVIOS DE SUPORTE AO  PROCESSO DE ENSINO-APRENDIZAGEM,RAFAEL MARROCOS MAGALHAES,AYLA DEBORA DANTAS DE SOUZA REBOUCAS,2016,Ciência da Computação,,PIVIC,
REITORES DA UFPB: DE HUMBERTO CARNEIRO DA CUNHA NÓBREGA A JOSÉ JACKSON CARNEIRO DE CARVALHO,REMINISCÊNCIAS INSTITUCIONAL DA UFPB:  MEMÓRIAS DE REITORES (1955-2016),JOSILENE AIRES MOREIRA,BERNARDINA MARIA JUVENAL FREIRE DE OLIVEIRA,2016,Ciência da Computação,,PIBIC,
UTILIZAÇÃO DA ANÁLISE SLIDING WINDOW PARA IDENTIFICAÇÃO OFFLINE DE PADRÕES DE MOVIMENTOS HUMANOS ATRAVÉS DOS SINAIS GERADOS POR UM ACELERÔMETRO TRIAXIAL,MONITORAMENTO INTELIGENTE E PERVASIVO DA SAÚDE HUMANA,BERNARDINA MARIA JUVENAL FREIRE DE OLIVEIRA,CLAUIRTON DE ALBUQUERQUE SIEBRA,2016,Ciência da Computação,,PIBIC,
DESENVOLVIMENTO DE UM ROBÔ DE USO GERAL PARA INVESTIGAÇÃO DE ALGORITMOS DE CONTROLE AUTÔNOMO,PLATAFORMA REMOTA PARA ENSINO DE ROBÓTICA A DISTÂNCIA,BERNARDINA MARIA JUVENAL FREIRE DE OLIVEIRA,CLAUIRTON DE ALBUQUERQUE SIEBRA,2016,Ciência da Computação,,PIBIC,
DESENVOLVIMENTO DE PORTAIS USANDO A FERRAMENTA PARA GERAÇÃO DE INFOGRÁFICO TABLEAU,INFOGRÁFICOS INTERATIVOS NO PROCESSO DE VISUALIZAÇÃO DE DADOS,CLAUIRTON DE ALBUQUERQUE SIEBRA,ED PORTO BEZERRA,2016,Ciência da Computação,,PIBIC,
ANÁLISES PARA MODIFICAÇÃO DA PLATAFORMA PARA GERAÇÃO DE INFOGRAFICO DATAWRAPPER,INFOGRÁFICOS INTERATIVOS NO PROCESSO DE VISUALIZAÇÃO DE DADOS,CLAUIRTON DE ALBUQUERQUE SIEBRA,ED PORTO BEZERRA,2016,Ciência da Computação,,PIBIC,
DESENVOLVIMENTO DE MODELO DE GERENCIAMENTO DE REDES DE SENSORES SEM FIO,GERENCIAMENTO DE REDES DE SENSORES SEM FIO PARA CIDADES INTELIGENTES,AYLA DEBORA DANTAS DE SOUZA REBOUCAS,FERNANDO MENEZES MATOS,2016,Ciência da Computação,,PIBITI,
"ALGORITMOS DE ALOCAÇÃO DE ROTA, COMPRIMENTO DE ONDA E BANDA EM REDES ÓPTICAS MB-OFDM",NOVAS FRONTEIRAS PARA PESQUISA EM REDES DE COMUNICAÇÃO,AYLA DEBORA DANTAS DE SOUZA REBOUCAS,IGUATEMI EDUARDO DA FONSECA,2016,Ciência da Computação,,PIBIC,
ESTUDO DE ATAQUES DDOS NA CAMADA DE APLICAÇÃO EM REDES IP,NOVAS FRONTEIRAS PARA PESQUISA EM REDES DE COMUNICAÇÃO,AYLA DEBORA DANTAS DE SOUZA REBOUCAS,IGUATEMI EDUARDO DA FONSECA,2016,Ciência da Computação,,PIBIC,
DESENVOLVIMENTO DE FERRAMENTAS CAPAZES DE ESTIMULAR O INGRESSO DE ALUNAS DO ENSINO MÉDIO NOS CURSOS SUPERIORES DE CIÊNCIA DA COMPUTAÇÃO,DESENVOLVIMENTO DE FERRAMENTAS COMPUTACIONAIS PARA A PROMOÇÃO DA IGUALDADE DE GÊNERO NA CIÊNCIA DA COMPUTAÇÃO,LEONARDO VIDAL BATISTA,JOSILENE AIRES MOREIRA,2016,Ciência da Computação,,PIBIC,
PESQUISA E DESENVOLVIMENTO DE UM NOVO MÉTODO DE REALCE E AVALIAÇÃO DE QUALIDADE DE IMAGENS DE IMPRESSÃO DIGITAL,PESQUISA E DESENVOLVIMENTO DE UM SISTEMA DE RECONHECIMENTO BIOMÉTRICO POR IMPRESSÃO DIGITAL,JOSILENE AIRES MOREIRA,LEONARDO VIDAL BATISTA,2016,Ciência da Computação,,PIBIC,
PESQUISA E DESENVOLVIMENTO DE MÉTODOS DE VISÃO COMPUTACIONAL PARA LOCALIZAÇÃO DE FACES E OLHOS EM FOTOGRAFIAS DIGITAIS,ANÁLISE AUTOMÁTICA DE FOTOGRAFIAS DIGITAIS PARA VERIFICAÇÃO DE ADERÊNCIA AO PADRÃO ICAO,JOSILENE AIRES MOREIRA,LEONARDO VIDAL BATISTA,2016,Ciência da Computação,,PIBIC,
UM SIMULADOR PARA APRENDIZADO DE ANESTESIA,AMBIENTES VIRTUAIS PARA EDUCAÇÃO E CAPACITAÇÃO EM SAÚDE,TIAGO PEREIRA DO NASCIMENTO,LILIANE DOS SANTOS MACHADO,2016,Ciência da Computação,,PIBIC,
CONVERTENDO JOGOS EM PAPEL EM SERIOUS GAMES COMPUTACIONAIS,SERIOUS GAMES PARA A EDUCAÇÃO E TREINAMENTO,TIAGO PEREIRA DO NASCIMENTO,LILIANE DOS SANTOS MACHADO,2016,Ciência da Computação,,PIBITI,
CATEGORIZAÇÃO FUNCIONAL DE MOLÉCULAS DE RNAS NÃO-CODIFICANTES A PARTIR DA SEQUÊNCIA PRIMÁRIA E ESTRUTURA SECUNDÁRIA UTILIZANDO MEAN SHIFT,CATEGORIZAÇÃO FUNCIONAL DE MOLÉCULAS DE RNAS NÃO-CODIFICANTES USANDO ALGORITMOS DE CLUSTERIZAÇÃO,JOSILENE AIRES MOREIRA,THAÍS GAUDENCIO DO RÊGO,2016,Ciência da Computação,,PIBIC,
NAVROBHEX - SISTEMA DE NAVEGAÇÃO PARA ROBÔS BIO-INSPIRADOS,CONTROLE DE FORMAÇÃO DE SISTEMAS MULTI-ROBÔS COM RASTREAMENTO ATIVO DE ALVO PARA MONITORAMENTO DE AMBIENTES,IGUATEMI EDUARDO DA FONSECA,TIAGO PEREIRA DO NASCIMENTO,2016,Ciência da Computação,,PIBIC,
WATCHTOWER - CONSTRUINDO UM SISTEMA SUPERVISÓRIO PARA SISTEMAS MULTI-ROBÔS,CONTROLE DE FORMAÇÃO DE SISTEMAS MULTI-ROBÔS COM RASTREAMENTO ATIVO DE ALVO PARA MONITORAMENTO DE AMBIENTES,IGUATEMI EDUARDO DA FONSECA,TIAGO PEREIRA DO NASCIMENTO,2016,Ciência da Computação,,PIBIC,
UM FRAMEWORK PARA A ESPECIFICAÇÃO E VERIFICAÇÃO DE SISTEMAS MULTI-AGENTES,"UM FRAMEWORK LÓGICO PARA SISTEMAS CONCORRENTES EPISTÊMICOS, TEMPORAIS E ESPACIAIS",TIAGO PEREIRA DO NASCIMENTO,VIVEK NIGAM,2016,Ciência da Computação,,PIBIC,
MODELOS DE INTRUSOS TEMPORAIS,"UM FRAMEWORK LÓGICO PARA SISTEMAS CONCORRENTES EPISTÊMICOS, TEMPORAIS E ESPACIAIS",TIAGO PEREIRA DO NASCIMENTO,VIVEK NIGAM,2016,Ciência da Computação,,PIBIC,
FÍSICA DAS PARTÍCULAS NA ERA LHC,COSMOLOGIA DE NEUTRINOS ESTÉREIS,PAULO SERGIO RODRIGUES DA SILVA,CARLOS ANTONIO DE SOUSA PIRES,2016,Física,,PIBIC,
TEORIA DAS PERTURBAÇÕES COSMOLÓGICAS,"FÍSICA DOS NEUTRINOS, MATÉRIA ESCURA E MASSA DO HIGGS EM EXTENSÕES DO MODELO PADRÃO SUPERSIMÉTRICO MÍNIMO",PAULO SERGIO RODRIGUES DA SILVA,CARLOS ANTONIO DE SOUSA PIRES,2016,Física,,PIBIC,
MECANISMO DE FORMAÇÃO DE EVENTOS EXTREMOS EM CIRCUITOS ELETRÔNICOS CAÓTICOS,"DINÂMICA NÃO-LINEAR, CAOS E COMPLEXIDADE",JORGE GABRIEL GOMES DE SOUZA RAMOS,HUGO LEONARDO DAVI DE SOUZA CAVALCANTE,2016,Física,,PIBIC,
TEMPOS DE DESSINCRONIZAÇÃO EM CIRCUITOS ELETRÔNICOS CAÓTICOS ACOPLADOS,"DINÂMICA NÃO-LINEAR, CAOS E COMPLEXIDADE",JORGE GABRIEL GOMES DE SOUZA RAMOS,HUGO LEONARDO DAVI DE SOUZA CAVALCANTE,2016,Física,,PIBIC,
GRUPO UNITÁRIO EM NANOESTRUTURAS CAÓTICAS,TEORIA DE MATRIZES ALEATÓRIAS: CAOS QUÂNTICO E UNIVERSALIDADE EM NANOESTRUTURAS,HUGO LEONARDO DAVI DE SOUZA CAVALCANTE,JORGE GABRIEL GOMES DE SOUZA RAMOS,2016,Física,,PIBIC,
TÉCNICAS DE ESPECTROSCOPIA ATÔMICA COM LASER SEMICONDUTOR,DINÂMICA NÃO-LINEAR COM LASERS E CIRCUITOS ELETRÔNICOS,MARTINE PATRICIA ARLTTE CHEVROLLER,MARCOS CESAR SANTOS ORIA,2016,Física,,PIBIC,
DESENVOLVIMENTO DE DISPOSITIVOS E SISTEMAS OPTOELETRÔNICOS PARA ESTUDOS EM FÍSICA ATÔMICA EXPERIMENTAL,ESTUDOS DE INTERAÇÕES FUNDAMENTAIS EM SUPERFÍCIE E DIFUSÃO DE FÓTONS EM UM VAPOR ATÔMICO RESSONANTE,THIERRY MARCELINO PASSERAT DE SILANS,MARTINE PATRICIA ARLTTE CHEVROLLER,2016,Física,,PIBIC,
MONTAGEM E OPERAÇÃO DE APARATO EXPERIMENTAL PARA O ESTUDO DAS INTERAÇÕES ENTRE ÁTOMOS E SUPERFÍCIES,ESTUDOS DE INTERAÇÕES FUNDAMENTAIS EM SUPERFÍCIE E DIFUSÃO DE FÓTONS EM UM VAPOR ATÔMICO RESSONANTE,THIERRY MARCELINO PASSERAT DE SILANS,MARTINE PATRICIA ARLTTE CHEVROLLER,2016,Física,,PIBIC,
NEUTRINOS COSMOLÓGICOS,"EXTENSÕES DE GAUGE DO MODELO PADRÃO ELETROFRACO, SUPERSIMETRIA E A MATÉRIA ESCURA NO UNIVERSO",CARLOS ANTONIO DE SOUSA PIRES,PAULO SERGIO RODRIGUES DA SILVA,2016,Física,,PIBIC,
O PROBLEMA DA RADIAÇÃO ESCURA,"EXTENSÕES DE GAUGE DO MODELO PADRÃO ELETROFRACO, SUPERSIMETRIA E A MATÉRIA ESCURA NO UNIVERSO",CARLOS ANTONIO DE SOUSA PIRES,PAULO SERGIO RODRIGUES DA SILVA,2016,Física,,PIBIC,
COLISÃO DE ÁTOMOS EXCITADOS COM SUPERFÍCIES DIELÉTRICAS,INTERAÇÃO DE ÁTOMOS COM SUPERFÍCIES E CAMPOS EXTERNOS.,MARTINE PATRICIA ARLTTE CHEVROLLER,THIERRY MARCELINO PASSERAT DE SILANS,2016,Física,,PIBIC,
PROPRIEDADES NÃO-LINEARES DA LINHA D1 DO CÉSIO,INTERAÇÃO DE ÁTOMOS COM SUPERFÍCIES E CAMPOS EXTERNOS.,MARTINE PATRICIA ARLTTE CHEVROLLER,THIERRY MARCELINO PASSERAT DE SILANS,2016,Física,,PIBIC,
COSMOLOGIA NEWTONIANA COM CONSTANTE COSMOLÓGICA,SOBRE ALGUNS ASPECTOS DA COSMOLOGIA NEWTONIANA,HUGO LEONARDO DAVI DE SOUZA CAVALCANTE,VALDIR BARBOSA BEZERRA,2016,Física,,PIBIC,
FORMULAÇÃO GEOMÉTRICA DA COSMOLOGIA NEWTONIANA,SOBRE ALGUNS ASPECTOS DA COSMOLOGIA NEWTONIANA,HUGO LEONARDO DAVI DE SOUZA CAVALCANTE,VALDIR BARBOSA BEZERRA,2016,Física,,PIBIC,
ESTUDO DA VIABILIDADE DA COMPOSIÇÃO GRAXA DE BLENDAS DE ÓLEOS VEGETAIS COMÉSTVEIS POR CROMATOGRAFIA GASOSA E RMN 1H E DE 13C,VIABILIDADE DE BLENDAS DE ÓLEOS VEGETAIS COMESTÍVEIS PARA USO COMO ALIMENTO NUTRACÊUTICO,RAYSSA MARQUES DUARTE DA CRUZ,ANTONIA LUCIA DE SOUZA,2016,Química,,PIBIC,
ESTUDO DA ESTABILIDADE TÉRMICA E OXIDATIVA DE BLENDAS DE ÓLEOS  VEGETAIS COMESTÍVEIS POR TÉCNICAS VARIADAS,VIABILIDADE DE BLENDAS DE ÓLEOS VEGETAIS COMESTÍVEIS PARA USO COMO ALIMENTO NUTRACÊUTICO,RAYSSA MARQUES DUARTE DA CRUZ,ANTONIA LUCIA DE SOUZA,2016,Química,,PIBIC,
DIAGNÓSTICO AMBIENTAL DO RIO GRAMAME A PARTIR DO ÍNDICE DE QUALIDADE DAS ÁGUAS (IQA),DIAGNÓSTICO AMBIENTAL DAS BACIAS HIDROGRÁFICAS DO LITORAL SUL DO ESTADO DA PARAÍBA,EDVAN CIRINO DA SILVA,CLAUDIA DE OLIVEIRA CUNHA,2016,Química,,PIBIC,
DIAGNÓSTICO AMBIENTAL DO RIO MARÉS A PARTIR DO ÍNDICE DE QUALIDADE DAS ÁGUAS (IQA),DIAGNÓSTICO AMBIENTAL DAS BACIAS HIDROGRÁFICAS DO LITORAL SUL DO ESTADO DA PARAÍBA,VERLUCIA AMANDA MACHADO DE FREITAS,CLAUDIA DE OLIVEIRA CUNHA,2016,Química,,PIVIC,
SÍNTESE DE DERIVADOS OXADIAZÓLICOS DO IBUPROFENO E CETOPROFENO COM POTENCIAL ATIVIDADE ANTI-INFLAMATÓRIA E ANTITUMORAL,"SÍNTESE E CARACTERIZAÇÃO DE NOVOS 1,3,4 OXADIAZÓIS DERIVADOS DE ANTI INFLAMATÓRIOS NÃO ESTERÓIDES",RAYSSA MARQUES DUARTE DA CRUZ,CLAUDIO GABRIEL LIMA JUNIOR,2016,Química,,PIBIC,
SÍNTESE DE HOMODÍMEROS DE ANTI-INFLAMATÓRIOS NÃO ESTERÓIDES COM POTENCIAL ATIVIDADE ANTI-INFLAMATÓRIA,"SÍNTESE E CARACTERIZAÇÃO DE NOVOS 1,3,4 OXADIAZÓIS DERIVADOS DE ANTI INFLAMATÓRIOS NÃO ESTERÓIDES",RAYSSA MARQUES DUARTE DA CRUZ,CLAUDIO GABRIEL LIMA JUNIOR,2016,Química,,PIBIC,
SÍNTESE E CARACTERIZAÇÃO DE NOVOS LÍQUIDOS IÔNICOS BASEADOS EM AMINOÁCIDOS E SAIS DE AMÔNIO QUATERNÁRIO DE CADEIA LONGA PARA INCORPORAÇÃO EM BIOFILMES,"LÍQUIDOS IÔNICOS BASEADOS EM BIOMOLÉCULAS: SÍNTESE, CARACTERIZAÇÃO E APLICAÇÃO EM BIOFILMES",MARIA BETANIA HERMENEGILDO DOS SANTOS,DAYSE DAS NEVES MOREIRA,2016,Química,,PIBIC,
SNTESE E CARACTERIZAO DE NOVOS LQUIDOS INICOS DUAIS BASEADOS EM PEPTDEOS ESTERIFICADOS E COMPOSTOS ANTIMICROBIANOS PARAINCORPORAO EM BIOFILMES,"LÍQUIDOS IÔNICOS BASEADOS EM BIOMOLÉCULAS: SÍNTESE, CARACTERIZAÇÃO E APLICAÇÃO EM BIOFILMES",ELIZABETH ALMEIDA LAFAYETTE,DAYSE DAS NEVES MOREIRA,2016,Química,,PIBIC,
FORMULAÇÃO DO IQC BASEADA EM MEDIDAS NIR DE REFLECTÂNCIA DIFUSA NO PÓ DOS CAFÉS,CONSTRUÇÃO DE ÍNDICE DE QUALIDADE DE CAFÉ (IQC) BASEADA EM MEDIDAS ESPECTROANALÍTICAS E ANÁLISE MULTIVARIADA,CLAUDIA DE OLIVEIRA CUNHA,EDVAN CIRINO DA SILVA,2016,Química,,PIBIC,
FORMULAÇÃO DO IQC BASEADA EM MEDIDAS DE ABSORÇÃO MOLECULAR UV-VIS NO EXTRATO AQUOSO DOS CAFÉS,ÍNDICE DE QUALIDADE DE CAFÉ (IQC) BASEADO EM MEDIDAS ESPECTROANALÍTICAS E ANÁLISE MULTIVARIADA,CLAUDIA DE OLIVEIRA CUNHA,EDVAN CIRINO DA SILVA,2016,Química,,PIBIC-AF,
