"Plano:","Projeto:","Avaliador:","Orientador:","Vigência:","Área:","Subárea:","Programa:","Centro:"
"ANÁLISE DO PROCESSO DE ACOMODAÇÃO LINGUÍSTICA DE FALANTES GAÚCHOS EM JOÃO PESSOA","ESTUDOS SOBRE A ACOMODAÇÃO LINGUÍSTICA NO PORTUGUÊS BRASILEIRO","HERMANO DE FRANCA RODRIGUES","RUBENS MARQUES DE LUCENA","2014","Lingüística","Sociolingüística e Dialetologia","PIBIC",""
"ESTUDO DA TENACIDADE À FRATURA DE COMPÓSITOS QUASICRISTRAIS/ESTANHO","APLICAÇÕES DE QUASICRISTAIS NA INDÚSTRIA DE PETRÓLEO","RODINEI MEDEIROS GOMES","SEVERINO JACKSON GUEDES DE LIMA","2014","Engenharia Mecânica","Processos de Fabricação","PIBIC",""
"A REDUÇÃO DE INTERVALO INTRAJORNADA NA EMENDA CONSTITUCIONAL Nº 72: UMA ANÁLISE CRÍTICA DE SEUS DISPOSITIVOS CONTRASTADOS AOS PRECEITOS CELETISTAS","ANÁLISE CRÍTICA DOS DIREITOS HUMANOS","SVEN PETERKE","LORENA DE MELO FREITAS","2014","Direito","Direito Privado","PIBIC",""
"CONCEPÇÃO DE DESENVOLVIMENTO MECÂNICO DE UMA GARRA ROBÓTICA, CONSTITUÍDA DE DOIS DEDOS.","DESENVOLVIMENTO DE UMA GARRA ROBÓTICA ACIONADA COM ATUADORES DE LIGA COM MEMÓRIA DE FORMA.","ABEL CAVALCANTE LIMA FILHO","SIMPLICIO ARNAUD DA SILVA","2014","Engenharia Mecânica","Mecânica dos Sólidos","PIBITI",""
"DESENVOLVIMENTO DE APLICATIVO PARA CÁLCULO DE FLUXO DE CARGA PELO MÉTODO DA SOMA DE POTÊNCIA, CONSIDERANDO COMPENSAÇÃO REATIVA, REGULADORES DE TENSÃO E CARGAS ZIP","ANÁLISE E COMPARAÇÃO DE ESTRATÉGIAS DE CODIFICAÇÃO APLICADAS À SOLUÇÃO DO PROBLEMA DE ALOCAÇÃO ÓTIMA VOLT/VAR EM SISTEMAS DE DISTRIBUIÇÃO USANDO ALGORITMOS GENÉTICOS","DARLAN ALEXANDRIA FERNANDES","HELON DAVID DE MACÊDO BRAZ","2014","Engenharia Elétrica","Sistemas Elétricos de Potência","PIBIC",""
"ESTUDO FITOQUÍMICO DA ALGA BRYOTHAMIUNN TRIQUETUM","ESTUDO QUÍMICO DE ALGAS MARINHAS COLETADAS NO LITORAL PARAIBANO","DAMIÃO PERGENTINO DE SOUSA","BARBARA VIVIANA DE OLIVEIRA SANTOS","2014","Farmácia","Farmacognosia","PIBIC",""
"AVALIAÇÃO DAS RESPOSTAS CARDIOVASCULARES À ATIVAÇAO DO QUIMIORREFLEXO EM RATOS SUBMETIDOS À PRIVAÇÃO HÍDRICA","RESPOSTAS NEUROENDÓCRINAS E AUTONÔMICAS INDUZIDAS PELO ESTÍMULO ANGIOTENSINÉRGICO CENTRAL- PAPEL DOS ASTRÓCITOS HIPOTALÂMICOS","FABIANA DE ANDRADE CAVALCANTE","JOSIANE DE CAMPOS CRUZ","2014","Fisiologia","Fisiologia de Órgaos e Sistemas","PIBIC",""
"PROJETO E CONSTRUÇÃO DOS CIRCUITOS DE INTERFACE DE UM SISTEMA FOTOVOLTAICO ISOLADO","SISTEMA FOTOVOLTAICO ISOLADO","FABIANO SALVADORI","DARLAN ALEXANDRIA FERNANDES","2014","Engenharia Elétrica","Eletrônica Industrial, Sistemas e Controles","PIBIC",""
"AVALIAÇÃO DE SINAIS DE TRANSTORNOS DA CONDUTA ALIMENTAR E SUA ASSOCIAÇÃO COM DISTÚRBIOS DE DEPRESSÃO EM ACADÊMICOS DA ÁREA DA SAÚDE DA UNIVERSIDADE FEDERAL DA PARAÍBA.","AVALIAÇÃO DE SINAIS DE TRANSTORNOS DA CONDUTA ALIMENTAR E SUAS PRINCIPAIS COMORBIDADES EM ACADÊMICOS DA ÁREA DA SAÚDE DA UNIVERSIDADE FEDERAL DA PARAÍBA.","ANGELA DE SIQUEIRA FIGUEIREDO","VIRGINIA ANGELA MENEZES DE LUCENA E CARVALHO","2014","Medicina","Clínica Médica","PIVIC",""
"DIÁLOGOS ENTRE A POESIA E A PROSA DE JOAQUIM CARDOZO","O VALE DO MAMANGUAPE NA OBRA DE JOAQUIM CARDOZO","LUCIANA ELEONORA DE FREITAS CALADO DEPLAGNE","EVERTON BARBOSA CORREIA","2014","Letras","Teoria Literária","PIBIC",""
"RAZÃO COMUNICATIVA E A POLÊMICA COM O POSITIVISMO","A PROBLEMÁTICA JUSTIFICAÇÃO DA VERDADE, EM HABERMAS","ANDERSON DARC FERREIRA","BARTOLOMEU LEITE DA SILVA","2014","Filosofia","Ética","PIBIC",""
"A POLÊMICA AÇÃO COMUNICATIVA COM A RAZÃO INSTRUMENTAL","A PROBLEMÁTICA JUSTIFICAÇÃO DA VERDADE, EM HABERMAS","ANDERSON DARC FERREIRA","BARTOLOMEU LEITE DA SILVA","2014","Filosofia","Ética","PIBIC",""
"CÉLULAS T REGULADORAS: ESTUDO IN VITRO APÓS INFECÇÃO DE MONÓCITOS POR LEISHMANIA INFANTUM","LEISHMANIOSE VISCERAL HUMANA: ESTUDO DE MARCADORES IMUNOLÓGICOS E SUA IMPORTÂNCIA NO PROGNÓSTICO DE DOENÇA SINTOMÁTICA E ASSINTOMÁTICA","SANDRA RODRIGUES MASCARENHAS","TATJANA KEESEN DE SOUZA LIMA CLEMENTE","2014","Imunologia","Imunologia Celular","PIBIC",""
"MODELAGEM EM P-SPICE E MÉTODOS EXPERIMENTAIS DE UM INSTRUMENTO DIFERENCIAL DA ANÁLISE DE PROPRIEDADES TÉRMICAS PELA HARMÔNICA PURA","ESTUDO INTEGRADO EM INSTRUMENTAÇÃO E CONTROLE, ENERGIA E CIÊNCIA TÉRMICA","CLEONILSON PROTASIO DE SOUZA","FRANCISCO ANTONIO BELO","2014","Engenharia Elétrica","Medidas Elétricas, Magnéticas e Eletrônicas","PIBIC",""
"PARÂMETROS MURINOMÉTRICOS, COMPOSIÇÃO CORPORAL E EXCREÇÃO DE GORDURA NAS FEZES DE RATOS SEDENTÁRIOS E TREINADOS SUPLEMENTADOS COM ÓLEO DE COCO (COCOS NUCÍFERA L.) VIRGEM OU EXTRAVIRGEM","AVALIAÇÃO FÍSICA, QUÍMICA, NUTRICIONAL E EXPERIMENTAL DO ÓLEO DE COCO (COCOS NUCÍFERA L.) VIRGEM E EXTRA VIRGEM EM RATOS SEDENTÁRIOS E TREINADOS","FABÍOLA FONSECA ÂNGELO","JOAO ANDRADE DA SILVA","2014","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"GESTÃO DOS PRODUTOS E SERVIÇOS DO LTI","AÇÃO DE PESQUISA - ENSINO - EXTENSÃO NO LABORATÓRIO DE TECNOLOGIAS INTELECTUAIS - LTI","EMEIDE NOBREGA DUARTE","ISA MARIA FREIRE","2014","Ciência da Informação","Biblioteconomia","PIBIC",""
"ASPECTOS HISTÓRICOS DA PRODUÇÃO DA VIDEODANÇA NO BRASIL","DANÇA EM 2D: DIMENSÕES ANALÍTICAS E CRIATIVAS","MAURA LUCIA FERNANDES PENNA","GUILHERME BARBOSA SCHULZE","2014","Artes","Dança","PIBIC",""
"USO DA TERMOTERAPIA NA QUALIDADE SANITÁRIA E FISIOLÓGICA DE SEMENTES DE ANGICO (ANADANTHERA COLUMBRINA (VELL.) BRENAN) COLETADAS NOS ESTADOS DA PARAÍBA, PERNAMBUCO E RIO GRANDE DO NORTE","CARACTERIZAÇÃO MORFOLÓGICA E GENÉTICA DE FUSARIUM SPP. ISOLADOS DE SEMENTES DE ANGICO (ANADANTHERA COLUMBRINA (VELL.) E ASSOCIADOS AO TOMBAMENTO DE PLÂNTULAS","JACINTO DE LUNA BATISTA","LUCIANA CORDEIRO DO NASCIMENTO","2014","Agronomia","Fitossanidade","PIBIC",""
"DETECÇÃO DE MICOPLASMAS HEMOTRÓPICOS EM CAPRINOS DO ESTADO DA PARAÍBA","DETECÇÃO E CARACTERIZAÇÃO MOLECULAR DE MICOPLASMAS HEMOTRÓPICOS (MYCOPLASMA OVIS E CANDIDATUS MYCOPLASMA HAEMOVIS) EM CAPRINOS DO ESTADO DA PARAÍBA","VALESKA SHELDA PESSOA DE MELO","RAFAEL FELIPE DA COSTA VIEIRA","2014","Medicina Veterinária","Medicina Veterinária Preventiva","PIBIC",""
"DESEMPENHO E DEFORMAES ESQUELTICAS EM PS-LARVAS DE TILPIA NILTICA (OREOCHROMIS NILOTICUS) ALIMENTADAS COM DIFERENTES NVEIS DE FSFORO DURANTE A REVERSO SEXUAL","EXIGÊNCIA DE FÓSFORO PARA PÓS-LARVAS DE TILÁPIA NILÓTICA (OREOCHROMIS NILOTICUS) DURANTE A REVERSÃO SEXUAL","GEORGE RODRIGO BELTRAO DA CRUZ","ALDA LÚCIA DE LIMA AMANCIO","2014","Recursos Pesqueiros e Engenharia de Pesca","Aqüicultura","PIBIC",""
"CUIDADOS PALIATIVOS E ESPIRITUALIDADE: PESQUISA BIBLIOMÉTRICA NO CAMPO DA ENFERMAGEM","CUIDADOS PALIATIVOS E MODALIDADES TERAPÊUTICAS: PESQUISA BIBLIOMÉTRICA NO CAMPO DA ENFERMAGEM","MARIA JULIA GUIMARAES OLIVEIRA SOARES","SOLANGE FATIMA GERALDO DA COSTA","2014","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"ESTUDO DE TÉCNICAS E FERRAMENTAS PARA A COLETA E ANÁLISE DE DADOS EM REDES SOCIAIS","ANALISANDO A INTERAÇÃO ENTRE USUÁRIOS EM REDES SOCIAIS ONLINE","LUCIDIO DOS ANJOS FORMIGA CABRAL","ALEXANDRE NOBREGA DUARTE","2014","Ciência da Computação","Metodologia e Técnicas da Computação","PIBIC",""
"CARACTERÍSTICAS DOS EMISSORES DAS CARTAS COMENTÁRIOS REFERENTES AO EXPOSURE DRAFT DAS IFRS","LOBBYING NA EMISSÃO DAS INTERNATIONAL FINANCIAL REPORTING STANDARDS","MARCIA REIS MACHADO","EDILSON PAULO","2014","Administração","Ciências Contábeis","PIBIC",""
"ESTIMATIVA DE CONSUMO DE ENERGIA ELÉTRICA NO RESTAURANTE UNIVERSITÁRIO DO CCHSA","ESTIMATIVAS DE CONSUMOS DE ENERGIA ELÉTRICA NO CCHSA","MAX ROCHA QUIRINO","RODRIGO RONELLI DUARTE DE ANDRADE","2014","Física","Física Geral","PIBIC-EM",""
"CARACTERÍSTICAS ESTRUTURAIS DE FLORESTAS DE MANGUE ASSOCIADAS A UMA PLANÍCIE HIPERSALINA NO ESTUÁRIO DO RIO MIRIRI, ESTADO DA PARAÍBA","CARACTERÍSTICAS ESTRUTURAIS DE FLORESTAS DE MANGUE ASSOCIADAS A UMA PLANÍCIE HIPERSALINA NO ESTUÁRIO DO RIO MIRIRI, ESTADO DA PARAÍBA","LUCIANA GOMES BARBOSA","ELAINE BERNINI","2014","Ecologia","Ecologia de Ecossistemas","PIBIC",""
"PRONTUÁRIO ELETRÔNICO PARA ESTOMATOLOGIA","PRONTUÁRIO ELETRÔNICO ODONTOLÓGICO: DESENVOLVIMENTO DE UMA FERRAMENTA AUXILIAR NO ENSINO, NA PESQUISA E NO EXERCÍCIO DA ODONTOLOGIA","LUCIANE QUEIROZ MOTA DE LIMA","CLAUDIA BATISTA MELO","2014","Odontologia","Clínica Odontológica","PIVIC",""
"MÉTODO ELETROANALÍTICO PARA DETERMINAÇÃO DE CLOXACILINA EM ÁGUA RESIDUAL","MÉTODOS ELETROANALÍTICOS PARA A DETERMINAÇÃO DE CONTAMINANTES EMERGENTES","MÁRCIO JOSÉ COELHO DE PONTES","SHERLAN GUIMARAES LEMOS","2014","Química","Química Analítica","PIBIC",""
"AVALIÇÃO DOS PARAMETROS DE HIDROCICLONAGEM DE BENTONITAS VISANDO MELHORIA DE SUAS PROPRIEDADES REOLÓGICAS","BENEFICIAMENTO POR HIDROCICLONAGEM E SECAGEM POR SPRAY DRYER DE VARIEDADES POUCO NOBRES DE BENTONITAS DE BOA VISTA-PB, VISANDO MELHORIA DE SUAS PROPRIEDADES REOLÓGICAS","JULIANO ELVIS OLIVEIRA","HEBER SIVINI FERREIRA","2014","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC",""
"NARRAÇÕES DE APRENDIZAGENS E SUCESSO ESCOLAR","EDUCAÇÃO DE ADULTOS E ENSINO SUPERIOR: TRAJETÓRIAS DE APRENDIZAGENS E SUCESSO ESCOLAR","ADRIANA VALERIA SANTOS DINIZ","EMILIA MARIA DA TRINDADE PRESTES","2014","Educação","Ensino-Aprendizagem","PIBIC",""
"NOVOS MÉTODOS DE COMPRESSÃO DE VIDEO DIGITAL DE ALTA RESOLUÇÃO","COMPRESSÃO DE VÍDEO DIGITAL FULL HD E ULTRA HD","LUCIDIO DOS ANJOS FORMIGA CABRAL","LEONARDO VIDAL BATISTA","2014","Ciência da Computação","Metodologia e Técnicas da Computação","PIBIC-AF",""
"OS OUTSIDERS VÃO À PRAIA: SOCIABILIDADES E USOS DOS ESPAÇOS DE LAZER EM MANAÍRA","SOCIOLOGIA DOS ENCONTROS DESIGUAIS: SOBRE ALTERIDADE E VIOLÊNCIA NOS BAIRROS MANAÍRA E SÃO JOSÉ","OSICLEIDE DE LIMA BEZERRA","ANTONIO GIOVANNI BOAES GONCALVES","2014","Sociologia","Sociologia Urbana","PIBIC",""
"ESCOLA PRIMÁRIA: SUA ORGANIZAÇÃO E FUNCIONAMENTO PARA CIVILIZAR","EDUCAÇÃO ESCOLAR PRIMÁRIA NA PARAHYBA DO NORTE: ESCOLARIZAR PARA A CIVILIDADE E PROGRESSO SOCIAL (1864-1883)","RODRIGO SILVA ROSAL DE ARAJO","ROSE MARY DE SOUZA ARAUJO","2014","Educação","Fundamentos da Educação","PIVIC",""
"SUPLEMENTAÇÃO COM SUCO DE UVA NO ESTRESSE OXIDATIVO DE HIPERTENSOS","INFLUÊNCIA DA SUPLEMENTAÇÃO CRÔNICA COM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","PIERRE NORMANDO GOMES-DA-SILVA","ALEXANDRE SERGIO SILVA","2014","Educação Física","","PIBIC-EM",""
"INFLUÊNCIA DE SUPLEMENTAÇÃO CRÔNICA COM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","INFLUÊNCIA DA SUPLEMENTAÇÃO CRÔNICA COM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","PIERRE NORMANDO GOMES-DA-SILVA","ALEXANDRE SERGIO SILVA","2014","Educação Física","","PIBIC-EM",""
"INFLUÊNCIA DE SUPLEMENTAÇÃO CRÔNICA COM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","INFLUÊNCIA DA SUPLEMENTAÇÃO CRÔNICA COM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","PIERRE NORMANDO GOMES-DA-SILVA","ALEXANDRE SERGIO SILVA","2014","Educação Física","","PIBIC-EM",""
"OTIMIZAÇÃO DE UM MÉTODO QUIMILUMINESCENTE PARA DETERMINAÇÃO DE CR(VI) EM ÁGUAS BASEADO EM IMAGEM DIGITAL","DESENVOLVIMENTO DE MÉTODOS QUIMILUMINESCENTES BASEADOS EM IMAGENS DIGITAIS","LUCIANO FARIAS DE ALMEIDA","EDVAN CIRINO DA SILVA","2014","Química","Química Analítica","PIBIC",""
"ANÁLISE DE FERRAMENTAS DIGITAIS PARA O PRODUTOR DE MÍDIAS SOCIAIS DE AGÊNCIAS DE NOTÍCIAS","FERRAMENTAS DIGITAIS PARA O PRODUTOR DE MÍDIAS SOCIAIS DE AGÊNCIAS DE NOTÍCIAS","CLAUIRTON DE ALBUQUERQUE SIEBRA","ED PORTO BEZERRA","2014","Ciência da Computação","Sistemas de Computação","PIBIC",""
"COMPORTAMENTO FÍSICO-QUÍMICO E NUTRICIONAL DE QUEIJO MINAS FRESCAL E RICOTA FRESCA VENDIDOS EM JOÃO PESSOA - PB","COMPORTAMENTO MICROBIOLÓGICO, FISICO-QUÍMICO E NUTRICIONAL DE QUEIJO MINAS FRESCAL E RICOTA FRESCA VENDIDOS EM JOÃO PESSOA - PB","RITA DE CASSIA RAMOS DO EGYPTO QUEIROGA","MARIA LUCIA DA CONCEICAO","2014","Nutrição","Bioquímica da Nutrição","PIBIC",""
"COMPORTAMENTO MICROBIOLÓGICO DE QUEIJO MINAS FRESCAL E DE RICOTA FRESCA VENDIDOS EM JOÃO PESSOA - PB","COMPORTAMENTO MICROBIOLÓGICO, FISICO-QUÍMICO E NUTRICIONAL DE QUEIJO MINAS FRESCAL E RICOTA FRESCA VENDIDOS EM JOÃO PESSOA - PB","RITA DE CASSIA RAMOS DO EGYPTO QUEIROGA","MARIA LUCIA DA CONCEICAO","2014","Nutrição","Bioquímica da Nutrição","PIBIC",""
"O DISCURSO HIGIENISTA SOBRE A INFÂNCIA E AS CRIANÇAS NA IMPRENSA PARAIBANA NA PRIMEIRA REPÚBLICA (1889-1930): OS JORNAIS DE CIRCULAÇÃO NORMAL COMO FONTE","O DISCURSO HIGIENISTA SOBRE A INFÂNCIA EM CIRCULAÇÃO EM IMPRESSOS NA PRIMEIRA REPÚBLICA (1889-1930)","MARIA LUCIA DA SILVA NUNES","MARIA DO SOCORRO NOBREGA QUEIROGA","2014","Educação","Fundamentos da Educação","PIBIC-AF",""
"MAPEAMENTO DE TENDNCIAS OPERACIONAIS DE CDC, PESSOA FSICA, DO SETOR BANCRIO BRASILEIRO","MAPEAMENTO DE TENDÊNCIAS OPERACIONAIS DE CDC, PESSOA FÍSICA, DO SETOR BANCÁRIO BRASILEIRO","BRIVALDO ANDRÉ MARINHO DA SILVA","CESAR EMANOEL BARBOSA DE LIMA","2014","Administração","Administração de Empresas","PIVIC",""
"RECOMENDAÇÃO DE CULTIVARES DE ALFACE PARA REGIÃO DO BREJO PARAIBANO","RECOMENDAÇÃO DE CULTIVARES DE ALFACE PARA REGIÃO DO BREJO PARAIBANO","GILVANEIDE ALVES DE AZEREDO","ÁLVARO CARLOS GONÇALVES NETO","2014","Agronomia","Fitotecnia","PIBIC-EM",""
"CULTIVARES DE ALFACE AMERICANA PARA REGIÃO DO BREJO PARAIBANO

*POR DIFICULDADE EM CONSEGUIR OS GENOTIPOS DE BATATA-DOCE, MUDAMOS O PLANO INICIAL DE TRABALHO!","CARACTERES AGRONÔMICOS E ANÁLISE BROMATOLÓGICA DE GENÓTIPOS DE BATATA-DOCE EM SISTEMA ORGÂNICO DE PRODUÇÃO","GILVANEIDE ALVES DE AZEREDO","ÁLVARO CARLOS GONÇALVES NETO","2014","Agronomia","Fitotecnia","PIBIC-EM",""
"AVALIAÇÃO DE PRONTUÁRIOS PARA ELABORAÇÃO DO PERFIL DO PACIENTE OBESO PRÉ E PÓS INTERVENÇÃO BARIÁTRICA NUM HOSPITAL UNIVERSITÁRIO","PERFIL DO PACIENTE OBESO PRÉ E PÓS-INTERVENÇÃO BARIÁTRICA NUM HOSPITAL UNIVERSITÁRIO","ANGELA DE SIQUEIRA FIGUEIREDO","VIRGINIA ANGELA MENEZES DE LUCENA E CARVALHO","2014","Medicina","Clínica Médica","PIVIC",""
"AVALIAÇÃO DA SOBRECARGA DO CUIDADOR FAMILIAR DE PACIENTES IDOSOS INTERNADOS NO HOSPITAL UNIVERSITÁRIO LAURO WANDERLEY (HULM/UFPB)","AVALIAÇÃO DA SOBRECARGA EM CUIDADORES FAMILIARES DE IDOSOS","RILVA LOPES DE SOUSA MUNOZ","VIRGINIA ANGELA MENEZES DE LUCENA E CARVALHO","2014","Medicina","Clínica Médica","PIBIC",""
"AVALIAÇÃO DE SINAIS DE TRANSTORNOS DA CONDUTA ALIMENTAR E SUA ASSOCIAÇÃO COM DISTÚRBIOS DE ANSIEDADE EM ACADÊMICOS DA ÁREA DA SAÚDE DA UNIVERSIDADE FEDERAL DA PARAÍBA","AVALIAÇÃO DE SINAIS DE TRANSTORNOS DA CONDUTA ALIMENTAR E SUAS PRINCIPAIS COMORBIDADES EM ACADÊMICOS DA ÁREA DA SAÚDE DA UNIVERSIDADE FEDERAL DA PARAÍBA.","RILVA LOPES DE SOUSA MUNOZ","VIRGINIA ANGELA MENEZES DE LUCENA E CARVALHO","2014","Medicina","Clínica Médica","PIBIC",""
"CORRELAÇÃO ENTRE DISFUNÇÃO TEMPOROMANDIBULAR (DTM) E HÁBITOS PARAFUNCIONAIS EM IDOSOS","DISFUNÇÃO TEMPOROMANDIBULAR (DTM) E HÁBITOS PARAFUNCIONAIS RELACIONADOS COM FATORES PSICOSSOCIAIS EM IDOSOS.","GERALDO SÁVIO ALMEIDA HOLANDA","MARIA DE OLIVEIRA ALVES CAVALCANTI","2014","Odontologia","Clínica Odontológica","PIBIC-EM",""
"APLICAÇÃO DA TEORIA DOS JOGOS PARA ALOCAR OS CUSTOS DA REDE DE TRANSMISSÃO","APLICAÇÃO DA TEORIA DOS JOGOS EM SISTEMAS ELETRICOS DE POTÊNCIA","HELON DAVID DE MACÊDO BRAZ","YURI PERCY MOLINA RODRIGUEZ","2014","Engenharia Elétrica","Sistemas Elétricos de Potência","PIVIC",""
"DESIDRATAÇÃO OSMÓTICA DO CAJÁ (SPONDIAS MOMBIN): ESTUDO DA REUTILIZAÇÃO DA SOLUÇÃO OSMÓTICA","DESIDRATAÇÃO OSMÓTICA DE FRUTAS REGIONAIS","SHARLINE FLORENTINO DE MELO SANTOS","VERUSCKA ARAUJO SILVA","2014","Engenharia Química","Processos Industriais de Engenharia Química","PIVIC",""
"EFEITO ACARICIDA IN VITRO DO EXTRATO DE SCHINUS MOLLE L. (AROEIRA) SOBRE O CARRAPATO BOVINO, RHIPICEPHALUS (BOOPHILUS) MICROPLUS","EFEITO ACARICIDA IN VITRO DE EXTRATOS DE PLANTAS DA MICRORREGIÃO DO BREJO PARAIBANO NO CARRAPATO DE BOVINOS, RHIPICEPHALUS (BOOPHILUS) MICROPLUS","DANILO TANCLER STIPP","VALESKA SHELDA PESSOA DE MELO","2014","Medicina Veterinária","Medicina Veterinária Preventiva","PIVIC",""
"HISTÓRICO DA PERCEPÇÃO DO RISCO DE GRAVIDEZ E ADESÃO AO USO DE MÉTODOS CONTRACEPTIVOS POR GESTANTES ADOLESCENTES ASSISTIDAS EM MATERNIDADES PÚBLICAS DO MUNICÍPIO DE JOÃO PESSOA, PARAÍBA","ADOLESCÊNCIA E VULNERABILIDADES: GRAVIDEZ DE RISCO E DOENÇAS SEXUALMENTE TRANSMISSÍVEIS EM PACIENTES ASSISTIDAS EM MATERNIDADES PÚBLICAS DO MUNICÍPIO DE JOÃO PESSOA, PARAIBA.","CLAUDIO SERGIO MEDEIROS PAIVA","VALDEREZ ARAUJO DE LIMA RAMOS","2014","Medicina","Saúde Materno-Infantil","PIVIC",""
"VULNERABILIDADE A INFECÇÃO POR DOENÇAS SEXUALMENTE TRANSMISSÍVEIS EM GESTANTES ADOLESCENTES ASSISTIDAS EM MATERNIDADES PÚBLICAS DO MUNICÍPIO DE JOÃO PESSOA","ADOLESCÊNCIA E VULNERABILIDADES: GRAVIDEZ DE RISCO E DOENÇAS SEXUALMENTE TRANSMISSÍVEIS EM PACIENTES ASSISTIDAS EM MATERNIDADES PÚBLICAS DO MUNICÍPIO DE JOÃO PESSOA, PARAIBA.","CLAUDIO SERGIO MEDEIROS PAIVA","VALDEREZ ARAUJO DE LIMA RAMOS","2014","Oceanografia","Oceanografia Biológica","PIVIC",""
"VULNERABILIDADE A COMPLICAÇÕES OBSTÉTRICAS E OUTROS FATORES RELACIONADOS À GRAVIDEZ NA ADOLESCÊNCIA EM PACIENTES ASSISTIDAS EM MATERNIDADES PÚBLICAS DO MUNICÍPIO DE JOÃO PESSOA, PARAIBA.","ADOLESCÊNCIA E VULNERABILIDADES: GRAVIDEZ DE RISCO E DOENÇAS SEXUALMENTE TRANSMISSÍVEIS EM PACIENTES ASSISTIDAS EM MATERNIDADES PÚBLICAS DO MUNICÍPIO DE JOÃO PESSOA, PARAIBA.","CLAUDIO SERGIO MEDEIROS PAIVA","VALDEREZ ARAUJO DE LIMA RAMOS","2014","Medicina","Saúde Materno-Infantil","PIVIC",""
"LAND GRAB: A APROPRIAÇÃO DE GRANDES EXTENSÕES DE TERRAS COMO UM PROBLEMA INTERNACIONAL.","FOME E RELAÇÕES INTERNACIONAIS: UMA AGENDA DE PESQUISA NECESSÁRIA PARA O BRASIL","HENRIQUE ZEFERINO DE MENEZES","THIAGO LIMA DA SILVA","2014","Ciência Política","Política Internacional","PIVIC",""
"POLÍTICA EXTERNA E ASSISTÊNCIA ALIMENTAR INTERNACIONAL DO BRASIL","FOME E RELAÇÕES INTERNACIONAIS: UMA AGENDA DE PESQUISA NECESSÁRIA PARA O BRASIL","HENRIQUE ZEFERINO DE MENEZES","THIAGO LIMA DA SILVA","2014","Ciência Política","Política Internacional","PIVIC",""
"O CUIDADO EM ENFERMAGEM NA SAÚDE DA CRIANÇA E A ESTRATÉGIA DA AIDPI: HISTÓRIA ORAL DA REPERCUSSÃO NA ABS","HISTÓRIA ORAL TEMÁTICA DE ENFERMEIROS E O AIDPI: O QUE MUDOU PARA O CUIDADO DA ENFERMAGEM EM ATENÇÃO À SAÚDE DA CRIANÇA?","LEILA DE CASSIA TAVARES DA FONSECA","SIMONE ELIZABETH DUARTE COUTINHO","2014","Enfermagem","Enfermagem Pediátrica","PIVIC",""
"CUIDADO EM ENFERMAGEM NA SAÚDE DA CRIANÇA E A ESTRATÉGIA DA AIDPI: HISTÓRIA ORAL DA REPERCUSSÃO NOS SERVIÇOS HOSPITALARES","HISTÓRIA ORAL TEMÁTICA DE ENFERMEIROS E O AIDPI: O QUE MUDOU PARA O CUIDADO DA ENFERMAGEM EM ATENÇÃO À SAÚDE DA CRIANÇA?","LEILA DE CASSIA TAVARES DA FONSECA","SIMONE ELIZABETH DUARTE COUTINHO","2014","Enfermagem","Enfermagem Pediátrica","PIVIC",""
"CARACTERÍSTICAS FISICO-QUÍMICA COMO INDICADORAS DE QUALIDADE DO SOLO EM ÁREA DEGRADADA","RECUPERAÇÃO DE ÁREA DEGRADADA POR DIFERENTES PRESSÕES AMBIENTAIS","MANOEL ALEXANDRE DINIZ NETO","SILVANIA MARIA DE SOUZA GOMES NASCIMENTO","2014","Agronomia","Ciência do Solo","PIVIC",""
"SELEÇÃO DE FUNGOS ISOLADOS DO SOLO DA INDÚSTRIA SUCROALCOOLEIRA PRODUTORES DE CELULASES E XILANASES","PRODUÇÃO DE CELULASES E XILANASES POR FUNGOS ISOLADOS DO SOLO DA INDÚSTRIA SUCROALCOOLEIRA PELO CULTIVO SEMISSÓLIDO","MÉRCIA MELO DE ALMEIDA MOTA","SHARLINE FLORENTINO DE MELO SANTOS","2014","Engenharia Química","Processos Industriais de Engenharia Química","PIVIC",""
