"Plano:","Projeto:","Avaliador:","Orientador:","Vigência:","Área:","Subárea:","Programa:","Centro:"
"REGISTRANDO A ASSISTÊNCIA DE ENFERMAGEM","REGISTRO DA ASSISTÊNCIA DE ENFERMAGEM: DA FORMAÇÃO A OPERACIONALIZAÇÃO NO SERVIÇO","JOSE DA PAZ OLIVEIRA ALVARENGA","LENILMA BENTO DE ARAUJO MENESES","2015","Enfermagem","Enfermagem de Saúde Pública","PIVIC",""
"CUIDADOS PALIATIVOS E MODELO CALGARY DE AVALIAÇÃO E INTERVENÇÃO NA FAMÍLIA: PRODUÇÃO CIENTÍFICA EM PERIÓDICOS ONLINE NO ÂMBITO DA SAÚDE NO PERÍODO DE 2009 A 2014","CUIDADOS PALIATIVOS E MODELO CALGARY DE AVALIAÇÃO E INTERVENÇÃO NA FAMÍLIA","MARIA DE LOURDES DE FARIAS PONTES","FRANCILEIDE DE ARAUJO RODRIGUES","2015","Enfermagem","Enfermagem Médico-Cirúrgica","PIVIC",""
"PROCESSO DE AUDITORIA EM ENFERMAGEM NA REDE PÚBLICA HOSPITALAR NO MUNICÍPIO DE JOÃO PESSOA - PB","ANÁLISE DA AUDITORIA EM ENFERMAGEM EM INSTITUIÇÕES HOSPITALARES, OPERADORAS DE PLANOS E SERVIÇO DE REGULAÇÃO EM SAÚDE NO MUNICÍPIO DE JOÃO PESSOA - PB","LENILMA BENTO DE ARAUJO MENESES","JOSE DA PAZ OLIVEIRA ALVARENGA","2015","Enfermagem","Enfermagem de Saúde Pública","PIVIC",""
"ANÁLISE COMPARATIVA DO PROCESSO DE AUDITORIA EM ENFERMAGEM EM INSTITUIÇÕES HOSPITALARES PÚBLICAS E PRIVADAS NO MUNICÍPIO DE JOÃO PESSOA - PB","ANÁLISE DA AUDITORIA EM ENFERMAGEM EM INSTITUIÇÕES HOSPITALARES, OPERADORAS DE PLANOS E SERVIÇO DE REGULAÇÃO EM SAÚDE NO MUNICÍPIO DE JOÃO PESSOA - PB","KATIA NEYLA DE FREITAS MACEDO","JOSE DA PAZ OLIVEIRA ALVARENGA","2015","Enfermagem","","PIVIC",""
"PROCESSO DE AUDITORIA EM ENFERMAGEM DESENVOLVIDA POR OPERADORAS DE PLANOS DE SAÚDE NO MUNICÍPIO DE JOÃO PESSOA - PB","ANÁLISE DA AUDITORIA EM ENFERMAGEM EM INSTITUIÇÕES HOSPITALARES, OPERADORAS DE PLANOS E SERVIÇO DE REGULAÇÃO EM SAÚDE NO MUNICÍPIO DE JOÃO PESSOA - PB","LENILMA BENTO DE ARAUJO MENESES","JOSE DA PAZ OLIVEIRA ALVARENGA","2015","Enfermagem","Enfermagem de Saúde Pública","PIVIC",""
"ANÁLISE DE ESTUDOS DE AUDITORIA SOBRE A AVALIAÇÃO DA QUALIDADE DA ATENÇÃO À SAÚDE DESENVOLVIDA PELOS PROFISSIONAIS DE ENFERMAGEM - REVISÃO INTEGRATIVA DA LITERATURA","ANÁLISE DA AUDITORIA EM ENFERMAGEM EM INSTITUIÇÕES HOSPITALARES, OPERADORAS DE PLANOS E SERVIÇO DE REGULAÇÃO EM SAÚDE NO MUNICÍPIO DE JOÃO PESSOA - PB","KATIA NEYLA DE FREITAS MACEDO","JOSE DA PAZ OLIVEIRA ALVARENGA","2015","Enfermagem","","PIVIC",""
"EFEITO DE UMA SESSÃO DE VÍDEO GAME ATIVO NA PRESSÃO ARTERIAL, ESTRESSE OXIDATIVO, INFLAMAÇÃO SISTÊMICA E ATIVIDADE NERVOSA AUTONÔMICA DE HIPERTENSOS DE MEIA IDADE","HIPOTENSÃO PÓS-EXERCÍCIO INDUZIDA POR JOGO DE VIDEOGAME ATIVO","SANDRO MARDEN TORRES","ALEXANDRE SERGIO SILVA","2015","Educação Física","","PIVIC",""
"AVALIAÇÃO DO PERFIL DE MEDICAMENTOS UTILIZADOS POR PACIENTES IDOSOS EM UM HOSPITAL ESCOLA","AVALIAÇÃO DO PERFIL DE MEDICAMENTOS UTILIZADOS POR PACIENTES IDOSOS EM UM HOSPITAL ESCOLA","CALIANDRA MARIA BEZERRA LUNA LIMA","NADJA DE AZEVEDO CORREIA","2015","Farmácia","","PIVIC",""
"RISCO DE QUEDAS E PERFIL CLÍNICO-DEMOGRÁFICO DE IDOSOS EM UM CENTRO DE ATENÇÃO INTEGRAL","RISCO DE QUEDAS,  CAPACIDADE COGNITIVA E FUNCIONAL DE IDOSOS ASSISTIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL","JOSE DA PAZ OLIVEIRA ALVARENGA","KATIA NEYLA DE FREITAS MACEDO","2015","Enfermagem","","PIVIC",""
"DETERMINAR A CONCENTRAÇÃO INIBITÓRIA MÍNIMA DA LECTINA EXTRAÍDA DE LEGUMINOSAS EM STAPHYLOCOCCUS AUREUS RESISTENTE A METICILINA (MRSA)","INVESTIGAÇÃO DE LECTINAS EXTRAÍDAS DA FLORA BRASILEIRA: ISOLAMENTO, PURIFICAÇÃO E ABORDAGEM NA ATIVIDADE ANTIMICROBIANO E BIOTECNOLÓGICA","JUSCELIO DONIZETE CARDOSO","TATIANE SANTI GADELHA","2015","Bioquímica","Química de Macromoléculas","PIVIC",""
"MONITORAMENTO DO DESENVOLVIMENTO AUDITIVO DE CRIANÇAS DEFICIENTES AUDITIVAS EM SERVIÇOS DE REABILITAÇÃO FONOAUDIOLÓGICA DA CIDADE DE JOÃO PESSOA - PB.","PERFIL DAS HABILIDADES AUDITIVAS DE CRIANÇAS E ADOLESCENTES COM DEFICIÊNCIA AUDITIVA QUE FREQUENTAM SERVIÇOS DE REABILITAÇÃO FONOAUDIOLÓGICA DA CIDADE DE JOÃO PESSOA-PB: UMA PROPOSTA DE MONITORAMENTO DO DESENVOLVIMENTO AUDITIVO.","GIORVAN ANDERSON DOS SANTOS ALVES","LUCIANA PIMENTEL FERNANDES DE MELO","2015","Fonoaudiologia","","PIVIC",""
"ESTIMATIVA DO PROGNÓSTICO FUNCIONAL E MORTALIDADE EM 14 DIAS E EM SEIS MESES DE PACIENTES COM TRAUMATISMO CRANIOENCEFÁLICO ADMITIDOS EM UNIDADE DE TERAPIA INTENSIVA: ANÁLISE COMPARATIVA AO MODELO PROGNÓSTICO ""CRASH TRIAL""","PROGNÓSTICO FUNCIONAL E MORTALIDADE DE PACIENTES COM TRAUMATISMO CRANIOENCEFÁLICO ADMITIDOS EM UNIDADE DE TERAPIA INTENSIVA","RILVA LOPES DE SOUSA MUNOZ","MÔNICA SOUZA DE MIRANDA HENRIQUES","2015","Medicina","Clínica Médica","PIVIC",""
"ANÁLISE DA TAXA DE MORTALIDADE EM 14 DIAS DE PACIENTES COM TRAUMATISMO CRANIOENCEFÁLICO ADMITIDOS EM UNIDADE DE TERAPIA INTENSIVA: ANÁLISE COMPARATIVA AO MODELO PROGNÓSTICO CRASH TRIAL","PROGNÓSTICO FUNCIONAL E MORTALIDADE DE PACIENTES COM TRAUMATISMO CRANIOENCEFÁLICO ADMITIDOS EM UNIDADE DE TERAPIA INTENSIVA","RILVA LOPES DE SOUSA MUNOZ","MÔNICA SOUZA DE MIRANDA HENRIQUES","2015","Medicina","Clínica Médica","PIVIC",""
"ANÁLISE DA TAXA DE MORTALIDADE E INCAPACIDADE EM SEIS MESES DE PACIENTES COM TRAUMATISMO CRANIOENCEFÁLICO ADMITIDOS EM UNIDADE DE TERAPIA INTENSIVA: ANÁLISE COMPARATIVA AO MODELO PROGNÓSTICO ""CRASH TRIAL""","PROGNÓSTICO FUNCIONAL E MORTALIDADE DE PACIENTES COM TRAUMATISMO CRANIOENCEFÁLICO ADMITIDOS EM UNIDADE DE TERAPIA INTENSIVA","RILVA LOPES DE SOUSA MUNOZ","MÔNICA SOUZA DE MIRANDA HENRIQUES","2015","Medicina","Clínica Médica","PIVIC",""
"PREFERENCIA ALIMENTAR DOS GUARIBAS","USO DO ESPAÇO E ECOLOGIA ALIMENTAR DO GUARIBA (ALOUATTA BELZEBUL BELZEBUL) EM FRAGMENTOS DE MATA ATLANTICA DO LITORAL NORTE DA PARAIBA","ALEXANDRE RAMLO TORRE PALMA","ANTONIO CHRISTIAN DE ANDRADE MOURA","2015","Ecologia","Ecologia Aplicada","PIVIC",""
"ADERENCIA A DIRETRIZES DE RASTREAMENTO DE ADENOCARCINOMA DE COLON EM PARENTES DE PRIMEIRO GRAU DE PACIENTES COM CÂNCER DE CÓLON NO ESTADO DA PARAÍBA.","ASPECTOS CLINICOS, EPIDEMIOLOGICOS, DIAGNOSTICOS, TERAPEUTICOS E PROGNOSTICO DE PACIENTES COM ADENOCARCINOMA DE COLON","CRISTIANNE DA SILVA ALEXANDRE","JOSE EYMARD MORAES DE MEDEIROS FILHO","2015","Medicina","Clínica Médica","PIVIC",""
"REMOÇÃO DE CORANTE AMARELO REATIVO UTILIZANDO CONCHAS DE MOLUSCO (CAO3) COMO ADSORVENTES","UTILIZAÇÃO DE CONCHAS DE MOLUSCOS (CAO3) PARA ADSORÇÃO DE CORANTES DA INDUSTRIA TÊXTIL","JOSILENE DE ASSIS CAVALCANTE","GENARO ZENAIDE CLERICUZI","2015","Engenharia Química","Tratamentos e Aproveitamento de Rejeitos","PIVIC",""
"REMOÇÃO DE CORANTE AZUL REATIVO UTILIZANDO CONCHAS DE MOLUSCOS (CAO3) COMO ADSORVENTES","UTILIZAÇÃO DE CONCHAS DE MOLUSCOS (CAO3) PARA ADSORÇÃO DE CORANTES DA INDUSTRIA TÊXTIL","JOSILENE DE ASSIS CAVALCANTE","GENARO ZENAIDE CLERICUZI","2015","Engenharia Química","Tratamentos e Aproveitamento de Rejeitos","PIVIC",""
"TERAPIA OCUPACIONAL E O BRINCAR DA CRIANÇA COM DEFICIÊNCIA FÍSICA","PERSPECTIVAS DE MÃES SOBRE O BRINCAR NO COTIDIANO DE CRIANÇAS COM DEFICIÊNCIA FÍSICA E SOBRE A CONTRIBUIÇÃO DA TERAPIA OCUPACIONAL PARA O BRINCAR","HELEODORIO HONORATO DOS SANTOS","ANGELA CRISTINA DORNELAS DA SILVA","2015","Fisioterapia e Terapia Ocupacional","","PIVIC",""
"AVALIAÇÃO DA ILHA DE CALOR URBANA E DO ÍNDICE DE CONFORTO TÉRMICO NO CAMPUS IV DA UFPB","A INFLUÊNCIA DA RESERVA BIOLÓGICA (REBIO-GUARIBAS) NA AMENIZAÇÃO CLIMÁTICA E CONDIÇÕES DE CONFORTO TÉRMICO AMBIENTAL DO ESPAÇO INTRA-URBANO DO CAMPUS IV DA UFPB","MÔNICA LARISSA AIRES DE MACÊDO","JOEL SILVA DOS SANTOS","2015","Geografia","","PIVIC",""
"ESTUDO DOS EFEITOS DA ATIVIDADE FÍSICA SOBRE AS QUEIXAS SUBJETIVAS DE MEMÓRIA RETROSPECTIVA E PROSPECTIVA EM UMA AMOSTRA DE IDOSOS RESIDENTES NA COMUNIDADE","ESTUDO DOS EFEITOS DOS FATORES VASCULARES E DA SINTOMATOLOGIA ANSIOSO-DEPRESSIVA SOBRE AS QUEIXAS SUBJETIVAS DE MEMÓRIA PROSPECTIVA E RETROSPECTIVA EM UMA AMOSTRA DE IDOSOS RESIDENTES NA COMUNIDADE","THAÍS AUGUSTA CUNHA DE OLIVEIRA MÁXIMO","NELSON TORRO ALVES","2015","Psicologia","Psicologia Cognitiva","PIVIC",""
"AS IDEIAS REPOSTAS: CONTEXTO DE PRODUÇÃO DAS CORRENTES CIENTÍFICAS EUROPÉIAS","TEORIA IMPURA DO DIREITO: O JURÍDICO NO CONTEXTO CIENTÍFICO (1870-1940)","ADRIANA DIAS VIEIRA","GISCARD FARIAS AGRA","2015","Direito","Teoria do Direito","PIVIC",""
"A CRÍTICA DE HABERMAS À TECNOCRACIA DO CAPITALISMO DE ESTADO","A FILOSOFIA POLÍTICA NA TEORIA CRÍTICA DO JOVEM HABERMAS","MIGUEL ANTONIO DO NASCIMENTO","JORGE ADRIANO LUBENOW","2015","Filosofia","Ética","PIVIC",""
"CONCENTRAÇÃO ENERGÉTICA NA INDÚSTRIA BRASILEIRA DE FERRO-GUSA E AÇO","ANÁLISE DA CONCENTRAÇÃO ENERGÉTICA NAS INDÚSTRIAS BRASILEIRAS","JOSÉ FELIX DA SILVA NETO","LUIZ MOREIRA COELHO JUNIOR","2015","Engenharia de Produção","Engenharia Econômica","PIVIC",""
"APLICAÇÃO DE QUITOSANA E ÓLEOS ESSENCIAIS DE PLANTAS AROMÁTICAS CULTIVADAS NO NORDESTE BRASILEIRO NO CONTROLE DE ESPÉCIES DE COLLETOTRICHUM CAUSADORAS DE ANTRACNOSE EM MANGA","APLICAÇÃO DE REVESTIMENTO DE QUITOSANA INCORPORADO DE ÓLEOS ESSENCIAIS DE PLANTAS AROMÁTICAS CULTIVADAS NO NORDESTE BRASILEIRO PARA O CONTROLE DE ANTRACNOSE EM MANGAS","JAILANE DE SOUZA AQUINO","EVANDRO LEITE DE SOUZA","2015","Nutrição","Dietética","PIVIC",""
"LEVANTAMENTO E ANÁLISE DOS EIAS/RIMAS ENTRE OS ANOS DE 2010 E 2014","ANÁLISE DA ABORDAGEM DA GEOMORFOLOGIA NOS ESTUDOS DE IMPACTO AMBIENTAL (EIAS) E RELATÓRIOS DE IMPACTO AMBIENTAL (RIMAS) NO ESTADO DA PARAÍBA","RICHARDE MARQUES DA SILVA","HENRIQUE ELIAS PESSOA GUTIERRES","2015","Geociências","Geografia Física","PIVIC",""
"INFLUÊNCIA DA SUPLEMENTAÇÃO EM DOSE ÚNICA DE SUCO DE BACURI E L- ARGININA NA PRODUÇÃO DE ÓXIDO NÍTRICO, ATIVIDADES ANTIOXIDANTE E AUTONÔMICA E NA MAGNITUDE DA HIPOTENSÃO PÓS-EXERCÍCIO EM HIPERTENSOS DE MEIA IDADE","INFLUÊNCIA DE ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","SANDRO MARDEN TORRES","ALEXANDRE SERGIO SILVA","2015","Educação Física","","PIVIC",""
"AVALIAÇÃO DA REDE CEGONHA NO INSTITUTO CÂNDIDA VARGAS","AVALIAÇÃO DAS REDES DE CUIDADO: QUEM PEDE, QUEM FAZ E QUEM USA","JULIANA SOUSA SOARES DE ARAÚJO","RICARDO DE SOUSA SOARES","2015","Saúde Coletiva","Saúde Publica","PIVIC",""
"ESTUDOS E REFLEXÕES SOBRE POLÍTICAS PÚBLICAS NACIONAIS - CONSTRUÇÃO DE UM BANCO DE DADOS","SECA E (IN)SEGURANÇA ALIMENTAR NO SEMIÁRIDO: IMPACTOS SOBRE O DIREITO HUMANO À ALIMENTAÇÃO","ROBSON ANTAO DE MEDEIROS","MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA","2015","Direito","Direitos Especiais","PIVIC",""
"MAPEAMENTO DE REAS DE RISCO NATURAL DA EROSIVIDADE DAS CHUVAS E  EROSO DOS SOLOS NA BACIA DO RIO GRAMAME","AVALIAÇÃO DOS PROCESSOS HIDROSSEDIMENTOLÓGICOS EM BACIAS EXPERIMENTAL E REPRESENTATIVA NA PARAÍBA","CHRISTIANNE MARIA MOURA REIS","RICHARDE MARQUES DA SILVA","2015","Geociências","Geografia Física","PIVIC",""
"A NARRATIVA EM SUAS VARIADAS FORMAS: UM ESTUDO DA (META) FICCIONALIDADE NO CONTO ""THAT IN ALEPPO ONCE..."" DE VLADIMIR NABOKOV","(META)FICCIONALIDADE EM NARRATIVAS LITERÁRIAS E FÍLMICAS","MARIA LUIZA TEIXEIRA BATISTA","LUCIA FATIMA FERNANDES NOBRE","2015","Letras","Literaturas Estrangeiras Modernas","PIVIC",""
"ANÁLISE DE MECÂNICAS DE JOGOS PARA REPRESENTAÇÃO DO CONTEÚDO DE ALGORITMO E PROGRAMAÇÃO","JOGOS DIGITAIS COMO FERRAMENTA DE APOIO AO ENSINO DE INTRODUÇÃO A PROGRAMAÇÃO","NATASHA CORREIA QUEIROZ LINO","DANIELLE ROUSY DIAS DA SILVA","2015","Ciência da Computação","Metodologia e Técnicas da Computação","PIVIC",""
"ATIVIDADE MIOLÉLETRICA E OSCILAÇÃO CORPORAL NO BALANCE SYSTEM","ANÁLISE DA OSCILAÇÃO CORPORAL E ATIVIDADE MIOELÉTRICA ANTES E APÓS A RECONSTRUÇÃO DO LIGAMENTO CRUZADO ANTERIOR (LCA)","ANGELA CRISTINA DORNELAS DA SILVA","HELEODORIO HONORATO DOS SANTOS","2015","Fisioterapia e Terapia Ocupacional","","PIVIC",""
"SECAGEM DA CLARA DO OVO DE CAPOEIRA (CAIPIRA) EM CAMADA DE ESPUMA","ESTUDO DA SECAGEM DO OVO EM CAMADA DE ESPUMA (FOAM-MAT DRYING)","SHARLINE FLORENTINO DE MELO SANTOS","JOSILENE DE ASSIS CAVALCANTE","2015","Engenharia Química","Operações Industriais e Equipamentos para Engenharia Química","PIVIC",""
"PERFIL E EVOLUÇÃO DA AGRICULTURA FAMILIAR NA MESORREGIÃO DO SERTÃO PARAIBANO","A ORGANIZAÇÃO DA PRODUÇÃO E DO TRABALHO NA AGRICULTURA FAMILIAR PARAIBANA (1995-2006)","ANA CANDIDA FERREIRA VIEIRA","IVAN TARGINO MOREIRA","2015","Economia","Economias Agrária e dos Recursos Naturais","PIVIC",""
"ESTUDO DE CIRCUITOS DE COMANDO DE CONVERSORES CC-CC TRIFÁSICOS UTILIZANDO O DSPIC","ESTUDO DE CONVERSORES CC-CC TRIFÁSICOS COM GRAMPEAMENTO ATIVO","ANTONIO AUGUSTO LISBOA DE SOUZA","ROMERO LEANDRO ANDERSEN","2015","Engenharia Elétrica","Eletrônica Industrial, Sistemas e Controles","PIVIC",""
"AVALIAÇÃO DA ANSIEDADE EM PROFESSORES UNIVERSITÁRIOS","AVALIAÇÃO DA ANSIEDADE EM PROFESSORES UNIVERSITÁRIOS DA ÁREA DA SAÚDE DA UNIVERSIDADE FEDERAL DA PARAÍBA","JAQUELINE BRITO VIDAL BATISTA","JOAO EUCLIDES FERNANDES BRAGA","2015","Saúde Coletiva","Saúde Publica","PIVIC",""
"PRODUÇÃO E AVALIAÇÃO SENSORIAL DE BISCOITOS TIPO ""COOKIE"" A PARTIR DE RESÍDUO COMESTÍVEL DO ABACAXI (ANANAS COMOSUS)","DESENVOLVIMENTO DE NOVOS ALIMENTOS ATRAVÉS DE MATÉRIAS-PRIMAS REGIONAIS","FABIOLA DA CRUZ NUNES","FLÁVIA DE OLIVEIRA PAULINO","2015","Biotecnologia","","PIVIC",""
"FORMAÇÃO DE SILICA GEL A PARTIR DE AGREGADOS GRANÍTICOS REGIONAIS","DESEMPENHO DE MATRIZES CIMENTÍCIAS FRENTE À REAÇÃO ÁLCALI-AGREGADO","DANIEL ARAÚJO DE MACEDO","SANDRO MARDEN TORRES","2015","Materiais","","PIVIC",""
"ESTUDOS DA SOCIEDADE CIVIL","PARTICIPAÇÃO POLÍTICA: NOVOS ARRANJOS ENTRE SOCIEDADE CIVIL E TICS NA PARAÍBA","XAMAN KORAI PINHEIRO MINILLO","MARCELO BURGOS PIMENTEL DOS SANTOS","2015","Ciência Política","Estado e Governo","PIVIC",""
"O PROCESSO DE COMERCIALIZAÇÃO DOS ATIVOS DE RCES DOS PROJETOS BRASILEIROS NO MERCADO DE CRÉDITO DE CARBONO","A COMERCIALIZAÇÃO DOS ATIVOS DE RCES DOS PROJETOS BRASILEIROS APROVADOS NO MDL DO MERCADO DE CRÉDITO DE CARBONO","IVAN TARGINO MOREIRA","ANA CANDIDA FERREIRA VIEIRA","2015","Economia","Economias Agrária e dos Recursos Naturais","PIVIC",""
"DETERMINAÇÃO DOS SÓLIDOS TOTAIS DO CAJÁ (SPONDIAS MOMBIN L.) DURANTE A DESIDRATAÇÃO OSMÓTICA","DESIDRATAÇÃO OSMÓTICA DE FRUTAS REGIONAIS","KALINE DO NASCIMENTO FERREIRA","VERUSCKA ARAUJO SILVA","2015","Engenharia Química","Processos Industriais de Engenharia Química","PIVIC",""
"UMA NOVA METODOLOGIA PARA A DETECÇÃO DE ANÁLISES QUÍMICAS, BASEADA EM FILMES DIGITAIS E CORRELAÇÃO DE PEARSON, USANDO UM ANALISADOR FLUXO-BATELADA E APLICADO A ANÁLISE DE NITRITO E FOSFATO EM ÁGUAS NATURAIS","UMA NOVA METODOLOGIA PARA A DETECÇÃO DE ANÁLISES QUÍMICAS, BASEADA EM FILMES DIGITAIS E CORRELAÇÃO DE PEARSON, USANDO UM ANALISADOR FLUXO-BATELADA.","SHERLAN GUIMARAES LEMOS","RICARDO ALEXANDRE CAVALCANTI DE LIMA","2015","Química","Química Analítica","PIVIC",""
"REMOÇÃO DE CORANTE VERMELHO REATIVO UTILIZANDO CONCHAS DE MOLUSCOS (CACO3) COMO ADSORVENTE","UTILIZAÇÃO DE CONCHAS DE MOLUSCOS (CAO3) PARA ADSORÇÃO DE CORANTES DA INDUSTRIA TÊXTIL","JOSILENE DE ASSIS CAVALCANTE","GENARO ZENAIDE CLERICUZI","2015","Engenharia Química","Tratamentos e Aproveitamento de Rejeitos","PIVIC",""
"AFERIÇÃO DO CONHECIMENTO SOBRE A TEMÁTICA DAS ANFETAMINAS POR PARTE DOS DISCENTES DOS CURSOS DE ENFERMAGEM E ODONTOLOGIA DA UFPB","AVALIAÇÃO DO NÍVEL DE CONHECIMENTO SOBRE ANFETAMINAS DOS ESTUDANTES DE ENFERMAGEM E ODONTOLOGIA DA UNIVERSIDADE FEDERAL DA PARAÍBA","FABIANA DE ANDRADE CAVALCANTE","DIEGO NUNES GUEDES","2015","Farmacologia","Farmacologia Geral","PIVIC",""
"AFERIÇÃO DE CONHECIMENTO DA TEMÁTICA DOS BIOFÁRMACOS POR PARTE DE DISCENTES DOS CURSOS DE ENFERMAGEM E ODONTOLOGIA DA UFPB","AVALIAÇÃO DO NÍVEL DE CONHECIMENTO SOBRE BIOFÁRMACOS DOS ACADÊMICOS DE ENFERMAGEM E ODONTOLOGIA DA UNIVERSIDADE FEDERAL DA PARAÍBA.","FABIANA DE ANDRADE CAVALCANTE","DIEGO NUNES GUEDES","2015","Farmacologia","Farmacologia Geral","PIVIC",""
"AMBIGUIDADES DO CONTADOR DE HISTÓRIAS DE SAKI","NARRAR PARA VIVER, VIVER PARA (RE)CONTAR: POTENCIALIDADES","LUCIA FATIMA FERNANDES NOBRE","GENILDA ALVES DE AZEREDO","2015","Letras","Literaturas Estrangeiras Modernas","PIVIC",""
"FORMAÇÃO DE SILICA GEL A PARTIR DE SILICA CRISTALINA","DESEMPENHO DE MATRIZES CIMENTÍCIAS FRENTE À REAÇÃO ÁLCALI-AGREGADO","DANIEL ARAÚJO DE MACEDO","SANDRO MARDEN TORRES","2015","Materiais","","PIVIC",""
"VANTAGENS COMPARATIVAS DO SETOR EXPORTADOR PARAIBANO ENTRE 2000-2013","DESEMPENHO E EVOLUÇÃO DO SETOR EXPORTADOR PARAIBANO","ANA CANDIDA FERREIRA VIEIRA","MARCIA BATISTA DA FONSECA","2015","Economia","Economia Internacional","PIVIC",""
"O SETOR EXPORTADOR PARAIBANO E O PORTO DE CABEDELO","DESEMPENHO E EVOLUÇÃO DO SETOR EXPORTADOR PARAIBANO","ANA CANDIDA FERREIRA VIEIRA","MARCIA BATISTA DA FONSECA","2015","Economia","Economia Internacional","PIVIC",""
"A DIGNIDADE HUMANA COMO FUNDAMENTO DO DIREITO DE NÃO SER SUBMETIDO À PENA CRUEL, DESUMANA E DEGRADANTE","A DIGNIDADE HUMANA EM SEUS MÚLTIPLOS USOS JURISPRUDENCIAIS","GISCARD FARIAS AGRA","ADRIANA DIAS VIEIRA","2015","Direito","Teoria do Direito","PIVIC",""
"O PRINCÍPIO DA DIGNIDADE HUMANA NA JURISPRUDÊNCIA DO SUPREMO TRIBUNAL FEDERAL: ENTRE A LIBERDADE DE EXPRESSÃO E O DIREITO À VIDA PRIVADA","A DIGNIDADE HUMANA EM SEUS MÚLTIPLOS USOS JURISPRUDENCIAIS","GISCARD FARIAS AGRA","ADRIANA DIAS VIEIRA","2015","Direito","Teoria do Direito","PIVIC",""
"CONTEÚDOS JORNALÍSTICOS SOBRE IMIGRANTES AFRICANOS VEICULADOS NO JORNAL ""FOLHA DE SÃO PAULO""","PRECONCEITO E DISCRIMINAÇÃO CONTRA IMIGRANTES: O PAPEL LEGITIMADOR DO LUSO-TROPICALISMO E DA IDENTIDADE NACIONAL","MARIA DE FATIMA FERNANDES MARTINS CATAO","ANA RAQUEL ROSAS TORRES","2015","Psicologia","Psicologia Social","PIVIC",""
"ANÁLISE DA QUALIDADE DE VIDA E DA FORÇA MUSCULAR GLOBAL NO PRÉ E PÓS-INTERVENÇÃO DE DIFERENTES PROTOCOLOS FISIOTERAPÊUTICOS EM PACIENTES COM DOENÇA PULMONAR OBSTRUTIVA CRÔNICA (DPOC)","EFEITOS DE DIFERENTES PROTOCOLOS DE TRATAMENTO FISIOTERAPÊUTICO EM PACIENTES COM DOENÇA PULMONAR OBSTRUTIVA CRÔNICA (DPOC)","ANGELA CRISTINA DORNELAS DA SILVA","HELEODORIO HONORATO DOS SANTOS","2015","Fisioterapia e Terapia Ocupacional","","PIVIC",""
"AS RELAÇÕES ENTRE AS REPRESENTAÇÕES SEMIÓTICAS E OS SIGNIFICADOS DAS OPERAÇÕES DO CAMPO ADITIVO","A MEDIAÇÃO PEDAGÓGICA DAS REPRESENTAÇÕES SEMIÓTICAS NO ENSINO DE MATEMÁTICA NOS ANOS INICIAIS DE ESCOLARIZAÇÃO","MARIA ZULEIDE DA COSTA PEREIRA","MARIA ALVES DE AZEREDO","2015","Educação","Ensino-Aprendizagem","PIVIC",""
"ESTUDO COMPARATIVO DE NANOPARTÍCULAS OBTIDAS POR DIFERENTES PROCESSAMENTOS MECÂNICOS","SUPERFÍCIES SELETIVAS ABSORVEDORAS APLICADAS A COLETORES SOLARES PARA OPERAÇÃO EM MÉDIAS E ALTAS TEMPERATURAS","JOÃO ALVES DE LIMA","JOSÉ FELIX DA SILVA NETO","2015","Engenharia Mecânica","Processos de Fabricação","PIVIC",""
"PROPOSTA DE UM FOLDER COM ORIENTAÇÃO SOBRE PREVENÇÃO DE QUEDAS PARA PACIENTE/FAMÍLIA","QUEDAS E RISCO DE LESÕES EM AMBIENTES HOSPITALARES","ALTAMIRA PEREIRA DA SILVA REICHERT","JACIRA DOS SANTOS OLIVEIRA","2015","Enfermagem","Enfermagem Médico-Cirúrgica","PIVIC",""
"INFLUÊNCIA DA SUPLEMENTAÇÃO EM DOSE ÚNICA DE LEITE CAPRINO NA MAGNITUDE DA HIPOTENSÃO PÓS-EXERCÍCIO E MECANISMOS ASSOCIADOS","INFLUÊNCIA DE ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","SANDRO MARDEN TORRES","ALEXANDRE SERGIO SILVA","2015","Educação Física","","PIVIC",""
"AVALIANDO A USABILIDADE DOS WEBSITES DE EDITORAS UNIVERSITÁRIAS","AVALIAÇÃO DE WEBSITES DE EDITORAS UNIVERSITÁRIAS DO NORDESTE NA PERSPECTIVA DOS ESTUDOS DE USABILIDADE E ARQUITETURA DA INFORMAÇÃO","WAGNER JUNQUEIRA DE ARAUJO","IZABEL FRANÇA DE LIMA","2015","Ciência da Informação","Biblioteconomia","PIVIC",""
"AVALIAÇÃO DA QUALIDADE DE POLPAS DE FRUTAS NATIVAS PRODUZIDAS NAS AGROINDSTRIAS DA PARABA","CONTROLE DE QUALIDADE NO PROCESSAMENTO DE FRUTÍFERAS NATIVAS NO ESTADO DA PARAÍBA","TAYANNA BERNARDO OLIVEIRA","GRACIELE DA SILVA CAMPELO BORGES","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","OUTROS",""
